epoch,loss,val_loss
0,0.06514059007167816,0.04360315576195717
1,0.045280784368515015,0.04045742377638817
2,0.04278348758816719,0.03893665969371796
3,0.041378457099199295,0.038917817175388336
4,0.040096525102853775,0.03663696348667145
5,0.03896118700504303,0.04456902667880058
6,0.037771131843328476,0.03588871285319328
7,0.03651554882526398,0.03500301390886307
8,0.035323433578014374,0.03451492264866829
9,0.03434265777468681,0.03689805790781975
10,0.033706311136484146,0.03273995593190193
11,0.03323231637477875,0.032736245542764664
12,0.03275968134403229,0.037889499217271805
13,0.03202169016003609,0.03082013502717018
14,0.03146557882428169,0.030378125607967377
15,0.030977772548794746,0.035384513437747955
16,0.030545726418495178,0.030150407925248146
17,0.03032853454351425,0.029208313673734665
18,0.0297433752566576,0.030863219872117043
19,0.02922435849905014,0.029781246557831764
20,0.028901496902108192,0.029825296252965927
21,0.02851252816617489,0.028047146275639534
22,0.02823506109416485,0.028814606368541718
23,0.027834376320242882,0.02753523364663124
24,0.027652783319354057,0.026856157928705215
25,0.02727324888110161,0.027123641222715378
26,0.02698851004242897,0.02725447714328766
27,0.026675032451748848,0.027858180925250053
28,0.026608286425471306,0.026722360402345657
29,0.026322558522224426,0.027688080444931984
30,0.026085680350661278,0.028080634772777557
31,0.025801310315728188,0.02612457238137722
32,0.025648821145296097,0.026258179917931557
33,0.025355763733386993,0.026469362899661064
34,0.02518286556005478,0.025989918038249016
35,0.02501848340034485,0.025959240272641182
36,0.024773266166448593,0.025809690356254578
37,0.02461058832705021,0.025726208463311195
38,0.02440599538385868,0.025925412774086
39,0.02431701309978962,0.027281837537884712
40,0.024073192849755287,0.025403840467333794
41,0.02388857491314411,0.025028539821505547
42,0.023724637925624847,0.027052942663431168
43,0.02350965328514576,0.026298778131604195
44,0.02338133193552494,0.02616764046251774
45,0.023203613236546516,0.0249760951846838
46,0.023095807060599327,0.024531640112400055
47,0.02301953174173832,0.025356408208608627
48,0.022891340777277946,0.02470683865249157
49,0.02263432927429676,0.0246481541544199
50,0.02258029393851757,0.025819938629865646
51,0.022311098873615265,0.024533838033676147
52,0.02220422402024269,0.026064585894346237
53,0.02211007848381996,0.023905299603939056
54,0.02199738100171089,0.023743482306599617
55,0.02198118343949318,0.024216750636696815
56,0.021734876558184624,0.024331625550985336
57,0.021563835442066193,0.0257883220911026
58,0.02153102122247219,0.024267304688692093
59,0.02131524309515953,0.023672690615057945
60,0.021222637966275215,0.02370469458401203
61,0.02121805213391781,0.023649174720048904
62,0.02102809213101864,0.02380506321787834
63,0.021038703620433807,0.02466493472456932
64,0.02085404098033905,0.02325592190027237
65,0.020854810252785683,0.023477915674448013
66,0.020661672577261925,0.024466726928949356
67,0.020556006580591202,0.023860963061451912
68,0.020439859479665756,0.023638544604182243
69,0.02035713940858841,0.02437751740217209
70,0.02031422033905983,0.023716678842902184
71,0.020174002274870872,0.023991258814930916
72,0.020057857036590576,0.023744190111756325
73,0.020008765161037445,0.023821452632546425
74,0.019897103309631348,0.024480225518345833
75,0.019853753969073296,0.023719945922493935
76,0.01974632777273655,0.02384687028825283
77,0.01965971849858761,0.022903235629200935
78,0.019571207463741302,0.025415806099772453
79,0.01945260725915432,0.02328539825975895
80,0.01934697851538658,0.023480011150240898
81,0.01930677518248558,0.02403159998357296
82,0.019222833216190338,0.02315903641283512
83,0.019213108345866203,0.024120671674609184
84,0.019031411036849022,0.02297256514430046
85,0.01902666687965393,0.023398272693157196
86,0.01889711059629917,0.024358902126550674
87,0.018854809924960136,0.024189723655581474
88,0.018752403557300568,0.02316092886030674
89,0.018681542947888374,0.02319023571908474
90,0.018610874190926552,0.023377636447548866
91,0.018599405884742737,0.023472700268030167
92,0.018476108089089394,0.022772857919335365
93,0.01842496171593666,0.02363629825413227
94,0.01837179623544216,0.023294055834412575
95,0.01832187920808792,0.023039162158966064
96,0.01819169521331787,0.023957181721925735
97,0.01811947673559189,0.023699844256043434
98,0.018104515969753265,0.023378586396574974
99,0.017989715561270714,0.023111017420887947
100,0.017913686111569405,0.02316843345761299
101,0.017885472625494003,0.023425400257110596
102,0.017824146896600723,0.023528972640633583
103,0.017769286409020424,0.022648701444268227
104,0.017767928540706635,0.023287177085876465
105,0.01763414964079857,0.023053165525197983
106,0.017640655860304832,0.024681011214852333
107,0.017541084438562393,0.02402045950293541
108,0.017494311556220055,0.024015894159674644
109,0.017460905015468597,0.022931743413209915
110,0.017284926027059555,0.02342238463461399
111,0.017299456521868706,0.02411993220448494
112,0.017234519124031067,0.02361239679157734
113,0.01712462306022644,0.02263680286705494
114,0.017120065167546272,0.023546578362584114
115,0.01705086976289749,0.023451250046491623
116,0.016976436600089073,0.023048223927617073
117,0.016893358901143074,0.022874943912029266
118,0.016876140609383583,0.023126062005758286
119,0.01679028943181038,0.024343324825167656
120,0.01676621101796627,0.02415240928530693
121,0.016711704432964325,0.023938467726111412
