epoch,loss,val_loss
0,0.055170752108097076,0.03747029975056648
1,0.03917059674859047,0.03446865454316139
2,0.035425227135419846,0.029870202764868736
3,0.03133131563663483,0.02969898283481598
4,0.027106719091534615,0.026278682053089142
5,0.02431960590183735,0.02161092311143875
6,0.02201053872704506,0.019771629944443703
7,0.019913623109459877,0.017791198566555977
8,0.0184782687574625,0.016290027648210526
9,0.017300646752119064,0.016268940642476082
10,0.016394279897212982,0.015152138657867908
11,0.015395061112940311,0.018589859828352928
12,0.014778420329093933,0.014272044412791729
13,0.014347766526043415,0.01601589284837246
14,0.013833072036504745,0.013237768784165382
15,0.01334373839199543,0.013910644687712193
16,0.01291602198034525,0.013174815103411674
17,0.012574594467878342,0.012230198830366135
18,0.012387865222990513,0.012210031971335411
19,0.012005066499114037,0.012287328951060772
20,0.011884828098118305,0.012549546547234058
21,0.01159342285245657,0.012693166732788086
22,0.011339323595166206,0.013088530860841274
23,0.011087613180279732,0.012346956878900528
24,0.010988330468535423,0.01235360186547041
25,0.010704032145440578,0.012162947095930576
26,0.010507593862712383,0.011563394218683243
27,0.010351321659982204,0.011414757929742336
28,0.010185339488089085,0.01175481453537941
29,0.010034192353487015,0.012278559617698193
30,0.009853824973106384,0.011175571009516716
31,0.009713207371532917,0.010946601629257202
32,0.009646296501159668,0.012151028960943222
33,0.009495127014815807,0.011342696845531464
34,0.009387104772031307,0.010918253101408482
35,0.009271260350942612,0.013962154276669025
36,0.009147943928837776,0.010985521599650383
37,0.009078151546418667,0.011178752407431602
38,0.008985308930277824,0.011202078312635422
39,0.008861572481691837,0.012180164456367493
40,0.008777529001235962,0.012329722754657269
41,0.008683769963681698,0.011010822840034962
42,0.008606228046119213,0.01103257667273283
43,0.00851411372423172,0.010628536343574524
44,0.008405121974647045,0.010919997468590736
45,0.008362296968698502,0.011028273962438107
46,0.008286915719509125,0.011157884262502193
47,0.008132426999509335,0.010663296096026897
48,0.008100987412035465,0.010977485217154026
49,0.007996893487870693,0.011369465850293636
50,0.007968071848154068,0.011563584208488464
51,0.007878780364990234,0.010972708463668823
52,0.007827350869774818,0.01082245446741581
53,0.007736343890428543,0.010495499707758427
54,0.007689031772315502,0.010907204821705818
55,0.0076442561112344265,0.011231445707380772
56,0.007559594698250294,0.010765799321234226
57,0.007469367701560259,0.010481102392077446
58,0.007469724398106337,0.010487078689038754
59,0.007395075634121895,0.01107218861579895
60,0.007347642444074154,0.011037946678698063
61,0.007272361312061548,0.010515016503632069
62,0.007257154677063227,0.010756583884358406
63,0.007172491867095232,0.010349947959184647
