epoch,loss,val_loss
0,0.09487954527139664,0.04393410682678223
1,0.05181162431836128,0.043415311723947525
2,0.04336043447256088,0.03906598687171936
3,0.03940664604306221,0.03619261458516121
4,0.037795860320329666,0.03763458505272865
5,0.03572194650769234,0.034320730715990067
6,0.03493191674351692,0.03687260299921036
7,0.03368186205625534,0.0303353164345026
8,0.03291435167193413,0.03009759448468685
9,0.030872130766510963,0.034539129585027695
10,0.03045009635388851,0.02771460823714733
11,0.030313711613416672,0.03182040527462959
12,0.030562179163098335,0.035537075251340866
13,0.030269918963313103,0.045892588794231415
14,0.029590658843517303,0.03089006617665291
15,0.029628105461597443,0.030378585681319237
16,0.028842661529779434,0.027202101424336433
17,0.02839808352291584,0.026210162788629532
18,0.028815262019634247,0.02790658362209797
19,0.027899662032723427,0.03021322563290596
20,0.028467128053307533,0.026679258793592453
21,0.027237655594944954,0.025888921692967415
22,0.0274929478764534,0.02661735564470291
23,0.02656308002769947,0.030588949099183083
24,0.027317948639392853,0.033220075070858
25,0.027018483728170395,0.02684718556702137
26,0.027052028104662895,0.027946041896939278
27,0.026056548580527306,0.025194644927978516
28,0.026146510615944862,0.0280044786632061
29,0.025932174175977707,0.02996985986828804
30,0.026403745636343956,0.0245733093470335
31,0.02517472393810749,0.02535879984498024
32,0.025217048823833466,0.028008433058857918
33,0.024958346039056778,0.03651265427470207
34,0.02486974559724331,0.02639869786798954
35,0.024311715736985207,0.023547545075416565
36,0.024053290486335754,0.023030780255794525
37,0.02374383807182312,0.035435982048511505
38,0.02351013384759426,0.03228598088026047
39,0.02304510772228241,0.026016701012849808
40,0.023176446557044983,0.02258906699717045
41,0.021585678681731224,0.027509938925504684
42,0.021837983280420303,0.022730879485607147
43,0.021113544702529907,0.019917922094464302
44,0.021073710173368454,0.02002454362809658
45,0.0207219198346138,0.02170124091207981
46,0.02050512097775936,0.020251134410500526
47,0.0198901928961277,0.019258596003055573
48,0.020025473088026047,0.020608365535736084
49,0.019454263150691986,0.018353329971432686
50,0.019433626905083656,0.018229497596621513
51,0.018780209124088287,0.01970444992184639
52,0.018693607300519943,0.025128738954663277
53,0.01851670816540718,0.022621098905801773
54,0.01855163276195526,0.01710653118789196
55,0.017938461154699326,0.021783187985420227
56,0.01759486459195614,0.029171442613005638
57,0.01868959330022335,0.01887204684317112
58,0.01782558113336563,0.019127629697322845
59,0.017359206452965736,0.01711130142211914
60,0.01723404973745346,0.017157668247818947
61,0.016969164833426476,0.018096167594194412
62,0.016795087605714798,0.020503856241703033
63,0.017013365402817726,0.01826939359307289
64,0.016425926238298416,0.028696544468402863
65,0.01705923117697239,0.023920796811580658
66,0.01636669412255287,0.019717687740921974
67,0.016106057912111282,0.016974523663520813
68,0.016299350187182426,0.02008642628788948
69,0.0158718042075634,0.019434940069913864
70,0.015567098744213581,0.01760505698621273
71,0.015608113259077072,0.018788324669003487
72,0.015778129920363426,0.018755268305540085
73,0.015714332461357117,0.01732517220079899
74,0.015303615480661392,0.018422482535243034
75,0.015480278991162777,0.01637486182153225
76,0.015115754678845406,0.01764407940208912
77,0.015285930596292019,0.018279042094945908
78,0.014757988974452019,0.021193720400333405
79,0.015122848562896252,0.016907919198274612
80,0.01440887339413166,0.018194453790783882
81,0.014511256478726864,0.016035230830311775
82,0.014390724711120129,0.019466649740934372
83,0.0142692094668746,0.01831190474331379
